,district,year,case_number,population,population_year,cases_year,expected,SIR,mean,sd,CropRainfed.n.patches,TreeShrub.n.patches,MosCrop.n.patches,MosNatural.n.patches,BroadEvgClop.n.patches,FloodFresh.n.patches,FloodSalt.n.patches,Urban.n.patches,Water.n.patches,CropRainfed.total.area,TreeShrub.total.area,MosCrop.total.area,MosNatural.total.area,BroadEvgClop.total.area,FloodFresh.total.area,FloodSalt.total.area,Urban.total.area,Water.total.area,CropRainfed.patch.density,TreeShrub.patch.density,MosCrop.patch.density,MosNatural.patch.density,BroadEvgClop.patch.density,FloodFresh.patch.density,FloodSalt.patch.density,Urban.patch.density,Water.patch.density,Herbaceous.n.patches,Herbaceous.total.area,Herbaceous.patch.density,CropIrrigate.n.patches,SparseVeg.n.patches,CropIrrigate.total.area,SparseVeg.total.area,CropIrrigate.patch.density,SparseVeg.patch.density,MosHerbTree.n.patches,MosHerbTree.total.area,MosHerbTree.patch.density,Shrub.n.patches,Shrub.total.area,Shrub.patch.density,ShrubEvg.n.patches,ShrubEvg.total.area,ShrubEvg.patch.density
31,Daro,2010,2,30671,2471150,1142,14.1740817,0.141102615,9.857727051,NA,122,50,212,327,171,136,150,10,230,5560.223274,2187.431075,28678.0846,33502.73549,92401.34886,7260.621316,37203.40832,133.7598208,11884.5525,0.00055506,0.000227483,0.00096453,0.001487742,0.000777993,0.000618755,0.00068245,4.55E-05,0.001046424,30,850.2860533,0.00013649,5,3,95.53768431,38.21068404,2.27E-05,1.36E-05,0,0,0,0,0,0,0,0,0
32,Daro,2011,23,33738.1,2718265,1172,14.54643061,1.581143898,9.728578568,NA,121,51,220,333,179,136,150,10,230,5684.42443,2206.532997,29853.14595,35126.85362,89306.01296,7241.519393,37193.85397,133.7598208,11884.5525,0.00055051,0.000232033,0.001000927,0.00151504,0.000814391,0.000618755,0.00068245,4.55E-05,0.001046424,38,1022.242779,0.000172887,5,4,95.53768431,47.76356604,2.27E-05,1.82E-05,0,0,0,0,0,0,0,0,0
33,Daro,2012,61,37111.91,2990091.5,1218,15.1173656,4.03509458,9.347629547,NA,121,54,230,323,192,136,151,10,230,5674.869194,2397.612338,30369.03863,37782.81651,85904.85154,7241.519393,37193.85439,133.7598208,11779.46737,0.00055051,0.000245682,0.001046424,0.001469543,0.000873536,0.000618755,0.000687,4.55E-05,0.001046424,43,1175.109243,0.000195636,5,4,95.53768431,47.76356604,2.27E-05,1.82E-05,0,0,0,0,0,0,0,0,0
34,Daro,2013,23,40823.101,3289100.65,1000,12.41163021,1.853100649,8.462387085,NA,121,55,233,319,197,135,151,11,230,5674.869194,2454.918473,30426.35974,39234.83503,84395.51562,7203.309564,37327.5829,143.3148497,11597.97721,0.00055051,0.000250232,0.001060073,0.001451344,0.000896285,0.000614205,0.000687,5.00E-05,0.001046424,44,1184.662084,0.000200185,5,5,95.53768431,57.31734108,2.27E-05,2.27E-05,0,0,0,0,0,0,0,0,0
35,Daro,2014,2,44905.4111,3618010.715,1076,13.35491411,0.149757609,9.26690197,NA,122,56,232,275,232,132,154,12,217,5751.292077,2588.640489,31677.77997,47422.12375,76303.68683,7165.079627,38235.05623,152.866578,9123.938218,0.00055506,0.000254781,0.001055523,0.001251159,0.001055523,0.000600556,0.000700649,5.46E-05,0.000987278,45,1222.880894,0.000204735,5,5,95.53768431,57.31734108,2.27E-05,2.27E-05,0,0,0,0,0,0,0,0,0
36,Julau,2010,45,15816,2471150,1142,7.309095765,6.156712327,10.15451145,0.888541276,0,1,83,121,18,2,5,0,0,0,19.11157411,3574.103659,19007.54012,143765.595,47.78376239,47.78156439,0,0,0,6.01E-06,0.000498584,0.000726851,0.000108127,1.20E-05,3.00E-05,0,0,1,9.555473286,6.01E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Julau,2011,65,17397.6,2718265,1172,7.501103535,8.665391659,9.453456561,0.267330434,0,1,83,122,18,2,5,0,0,0,19.11157411,3574.103659,19045.76528,143727.3698,47.78376239,47.78156439,0,0,0,6.01E-06,0.000498584,0.000732858,0.000108127,1.20E-05,3.00E-05,0,0,1,9.555473286,6.01E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Julau,2012,81,19137.36,2990091.5,1218,7.795515448,10.39058938,9.615493457,0.527691531,0,1,83,123,18,2,5,0,0,0,19.11157411,3574.103659,19294.22878,143478.9063,47.78376239,47.78156439,0,0,0,6.01E-06,0.000498584,0.000738865,0.000108127,1.20E-05,3.00E-05,0,0,1,9.555473286,6.01E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Julau,2013,60,21051.096,3289100.65,1000,6.400258989,9.374620637,8.441694419,0.671972755,0,1,83,125,18,2,5,0,0,0,19.11157411,3574.103659,19284.66191,143450.2497,47.78376239,47.78156439,0,0,0,6.01E-06,0.000498584,0.000750879,0.000108127,1.20E-05,3.00E-05,0,0,2,47.77898318,1.20E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Julau,2014,78,23156.2056,3618010.715,1076,6.886678672,11.32621452,9.184164365,0.093399221,0,1,85,126,18,2,5,0,0,0,19.11157411,3631.441473,20517.43021,142160.1436,47.78376239,47.78156439,0,0,0,6.01E-06,0.000510598,0.000756886,0.000108127,1.20E-05,3.00E-05,0,0,2,47.77898318,1.20E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Kanowit,2010,62,28954,2471150,1142,13.38059932,4.633574217,11.04287338,NA,20,21,165,184,48,15,26,3,1,554.2173723,2876.137774,12804.49567,32269.50298,164864.6714,888.7029716,716.6739646,85.99764417,2551.290295,9.18E-05,9.64E-05,0.000757234,0.00084443,0.000220286,6.88E-05,0.000119322,1.38E-05,4.59E-06,15,286.6757069,6.88E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Kanowit,2011,79,31849.4,2718265,1172,13.73210368,5.752942292,9.704525948,NA,20,21,165,185,46,15,26,3,1,554.2173723,2876.137774,12737.61029,32326.85097,164864.6521,888.7029716,716.6739646,85.99764417,2551.290295,9.18E-05,9.64E-05,0.000757234,0.00084902,0.000211108,6.88E-05,0.000119322,1.38E-05,4.59E-06,16,296.2323457,7.34E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Kanowit,2012,73,35034.34,2990091.5,1218,14.27107703,5.115241117,10.18196011,NA,20,21,169,184,47,14,26,3,1,554.2173723,2876.137774,12785.39094,32775.99827,164367.7242,879.1466571,716.6739646,85.99764417,2551.290295,9.18E-05,9.64E-05,0.000775591,0.00084443,0.000215697,6.43E-05,0.000119322,1.38E-05,4.59E-06,17,305.7886455,7.80E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Kanowit,2013,68,38537.774,3289100.65,1000,11.71681201,5.803626442,9.101714134,NA,20,21,182,191,47,10,26,3,1,554.2173723,2876.137774,13148.52677,33378.03907,163373.8786,363.1125047,716.6739646,85.99764417,2551.290295,9.18E-05,9.64E-05,0.000835252,0.000876555,0.000215697,4.59E-05,0.000119322,1.38E-05,4.59E-06,26,850.4917494,0.000119322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Kanowit,2014,76,42391.5514,3618010.715,1076,12.60728972,6.028258386,9.282272339,NA,20,23,202,190,59,6,25,3,1,554.2173723,2923.91481,13798.32689,35155.39919,160220.4571,219.7727745,688.0076026,85.99764417,2551.290295,9.18E-05,0.000105554,0.000927038,0.000871966,0.000270768,2.75E-05,0.000114732,1.38E-05,4.59E-06,36,1700.982111,0.000165215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Kapit,2010,11,56053,2471150,1142,25.90394189,0.424645795,13.27262974,0.762401488,123,16,288,416,12,102,9,0,39,5360.659644,515.952346,15813.31985,26774.30515,1528177.424,5055.975929,286.71161,0,3382.478739,7.75E-05,1.01E-05,0.000181538,0.000262221,7.56E-06,6.43E-05,5.67E-06,0,2.46E-05,24,1079.763305,1.51E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Kapit,2011,30,61658.3,2718265,1172,26.58443073,1.128480061,10.44455862,0.437593799,123,16,284,416,11,102,9,0,39,5360.659644,515.952346,15927.94791,26755.19948,1528091.454,5008.211723,286.71161,0,3382.478739,7.75E-05,1.01E-05,0.000179016,0.000262221,6.93E-06,6.43E-05,5.67E-06,0,2.46E-05,24,1117.97473,1.51E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Kapit,2012,31,67824.13,2990091.5,1218,27.62784695,1.12205631,11.65810323,0.514226656,123,15,280,418,10,102,9,0,39,5360.659644,496.8411167,15851.50083,26688.3095,1528263.458,5008.211723,286.71161,0,3382.478739,7.75E-05,9.46E-06,0.000176495,0.000263482,6.30E-06,6.43E-05,5.67E-06,0,2.46E-05,23,1108.41914,1.45E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Kapit,2013,25,74606.543,3289100.65,1000,22.68296137,1.102148859,11.18409562,0.410613884,123,15,279,418,10,100,9,0,39,5360.659644,496.8411167,15937.4787,26716.97033,1528187.033,4941.33945,286.71161,0,3382.478739,7.75E-05,9.46E-06,0.000175865,0.000263482,6.30E-06,6.30E-05,5.67E-06,0,2.46E-05,23,1137.077683,1.45E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Kapit,2014,28,82067.1973,3618010.715,1076,24.40686644,1.147218143,9.821554661,0.061078794,122,15,288,423,12,99,9,0,39,5456.217927,496.8411167,16176.37385,27089.6166,1526285.412,4559.090506,286.71161,0,3382.478739,7.69E-05,9.46E-06,0.000181538,0.000266634,7.56E-06,6.24E-05,5.67E-06,0,2.46E-05,28,2713.848591,1.76E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Kuching,2010,35,617887,2471150,1142,285.5459822,0.122572203,11.87802601,NA,110,57,249,146,148,62,96,72,158,2886.541724,2800.691143,17483.19141,48962.47318,53634.92307,6078.811868,25299.51187,10246.50122,2657.073328,0.000621742,0.000322175,0.001407398,0.000825221,0.000836525,0.000350436,0.000542611,0.000406958,0.000893047,96,6767.43263,0.000542611,3,2,57.34676722,47.7920226,1.70E-05,1.13E-05,0,0,0,0,0,0,0,0,0
52,Kuching,2011,29,679675.7,2718265,1172,293.0471902,0.098960171,11.67387009,NA,110,57,249,148,150,62,96,73,157,2915.215167,2800.690188,17435.39392,49153.66474,53309.91693,6078.811868,25337.74381,10418.55326,2590.167047,0.000621742,0.000322175,0.001407398,0.000836525,0.00084783,0.000350436,0.000542611,0.000412611,0.000887395,100,6776.994513,0.00056522,3,2,57.34676722,47.7920226,1.70E-05,1.13E-05,0,0,0,0,0,0,0,0,0
53,Kuching,2012,21,747643.27,2990091.5,1218,304.5490423,0.068954412,10.00563717,NA,109,57,249,148,151,62,96,74,157,2905.656687,2791.131118,17435.39392,49153.66474,53300.35899,6078.811868,25337.74381,10552.37151,2590.167047,0.00061609,0.000322175,0.001407398,0.000836525,0.000853482,0.000350436,0.000542611,0.000418263,0.000887395,103,6671.851759,0.000582177,3,2,57.34676722,47.7920226,1.70E-05,1.13E-05,0,0,0,0,0,0,0,0,0
54,Kuching,2013,14,822407.597,3289100.65,1000,250.0402647,0.055990982,10.9491663,NA,108,57,247,148,150,62,96,74,157,2896.098542,2772.014113,17148.60332,49134.54611,53596.71042,6078.811868,25318.62758,10915.59342,2571.050152,0.000610437,0.000322175,0.001396093,0.000836525,0.00084783,0.000350436,0.000542611,0.000418263,0.000887395,112,6394.654378,0.000633046,3,1,57.34676722,38.23356718,1.70E-05,5.65E-06,0,0,0,0,0,0,0,0,0
55,Kuching,2014,61,904648.3567,3618010.715,1076,269.0433248,0.226729283,9.465769768,NA,108,57,229,150,157,64,91,75,153,2982.120149,2800.684228,16727.95136,49564.67729,53252.69034,6097.927026,25634.02411,11068.52919,2150.52218,0.000610437,0.000322175,0.001294354,0.00084783,0.000887395,0.000361741,0.00051435,0.000423915,0.000864786,117,6547.584027,0.000661307,3,1,57.34676722,38.23356718,1.70E-05,5.65E-06,0,0,0,0,0,0,0,0,0
56,Lawas,2010,44,38395,2471150,1142,17.74359711,2.479767757,10.14566596,1.266761437,26,18,143,152,15,108,23,6,20,886.4056672,457.6640156,9528.505382,11148.27773,330704.3561,3678.642697,9431.494482,114.3715912,2286.332318,7.06E-05,4.89E-05,0.000388087,0.000412512,4.07E-05,0.000293101,6.24E-05,1.63E-05,5.43E-05,6,162.0129972,1.63E-05,0,1,0,66.68172084,0,2.71E-06,0,0,0,1,9.525948844,2.71E-06,0,0,0
57,Lawas,2011,45,42234.5,2718265,1172,18.20971612,2.471208211,9.089167754,0.548770714,26,18,136,149,15,107,23,6,20,895.9317754,457.6640156,7890.024659,11119.69324,331904.6363,3659.589841,9431.494482,114.3715912,2286.332318,7.06E-05,4.89E-05,0.00036909,0.00040437,4.07E-05,0.000290387,6.24E-05,1.63E-05,5.43E-05,8,190.5926394,2.17E-05,1,5,9.526587793,485.8354722,2.71E-06,1.36E-05,0,0,0,1,28.57776756,2.71E-06,0,0,0
58,Lawas,2012,75,46457.95,2990091.5,1218,18.92443194,3.963130847,8.46405371,0.471885681,26,18,137,148,16,107,23,6,20,895.9317754,457.6640156,7851.929326,11319.80051,331685.459,3659.589841,9431.494482,123.8989678,2286.332318,7.06E-05,4.89E-05,0.000371803,0.000401656,4.34E-05,0.000290387,6.24E-05,1.63E-05,5.43E-05,11,209.6527436,2.99E-05,1,6,9.526587793,514.4133582,2.71E-06,1.63E-05,0,0,0,1,28.57776756,2.71E-06,0,0,0
59,Lawas,2013,59,51103.745,3289100.65,1000,15.53730045,3.797313452,7.822266499,0.667926624,26,18,138,148,18,107,23,6,20,886.4043585,457.6640156,7909.088406,11415.07137,331409.1946,3659.589841,9431.494482,142.9536838,2286.332318,7.06E-05,4.89E-05,0.000374517,0.000401656,4.89E-05,0.000290387,6.24E-05,1.63E-05,5.43E-05,13,276.3286092,3.53E-05,1,6,9.526587793,562.0446604,2.71E-06,1.63E-05,0,0,0,1,28.57776756,2.71E-06,0,0,0
60,Lawas,2014,77,56214.1195,3618010.715,1076,16.71813528,4.605776823,7.383891185,0.904208384,26,18,129,144,17,107,21,6,22,886.4043585,457.6640156,7594.687604,11053.06296,332047.4991,3659.589841,9831.595879,142.9536838,1905.282699,7.06E-05,4.89E-05,0.000350092,0.000390801,4.61E-05,0.000290387,5.70E-05,1.63E-05,5.97E-05,13,276.3286092,3.53E-05,1,8,9.526587793,581.0975959,2.71E-06,2.17E-05,0,0,0,1,28.57776756,2.71E-06,0,0,0
61,Limbang,2010,38,48186,2471150,1142,22.26834146,1.706458475,10.05214119,NA,40,7,172,207,45,153,10,7,12,1257.960986,162.1106262,15210.7622,21663.89745,352967.7713,8972.570683,3392.010635,171.5280328,952.7835406,9.86E-05,1.73E-05,0.000424074,0.000510368,0.000110949,0.000377228,2.47E-05,1.73E-05,2.96E-05,15,838.6498673,3.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Limbang,2011,26,53004.6,2718265,1172,22.85332416,1.137690072,9.047540665,NA,40,7,177,212,46,153,10,7,13,1257.960986,162.1106262,15220.33684,22064.28093,352167.046,8972.570683,3401.538833,171.5280328,943.2553419,9.86E-05,1.73E-05,0.000436401,0.000522695,0.000113415,0.000377228,2.47E-05,1.73E-05,3.21E-05,17,1229.417131,4.19E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Limbang,2012,40,58305.06,2990091.5,1218,23.75029763,1.68418942,8.368409157,NA,40,7,176,211,46,153,10,7,13,1248.432209,162.1106262,15220.34119,22302.60611,351909.6499,8972.570683,3401.538833,190.5851621,943.2553419,9.86E-05,1.73E-05,0.000433936,0.00052023,0.000113415,0.000377228,2.47E-05,1.73E-05,3.21E-05,19,1238.955312,4.68E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Limbang,2013,27,64135.566,3289100.65,1000,19.49942335,1.384656332,7.626079559,NA,42,7,174,213,45,153,10,7,13,1229.374195,162.1106262,15115.45805,22197.71537,352119.4238,8972.570683,3401.538833,209.6431756,943.2553419,0.000103553,1.73E-05,0.000429005,0.000525161,0.000110949,0.000377228,2.47E-05,1.73E-05,3.21E-05,19,1238.955312,4.68E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Limbang,2014,47,70549.1226,3618010.715,1076,20.98137952,2.240081495,7.012670517,NA,41,7,157,217,46,153,9,7,13,1200.783479,162.1106262,13590.26994,20424.62445,355341.4451,8982.100351,3725.482522,228.7010751,619.3116529,0.000101087,1.73E-05,0.00038709,0.000535023,0.000113415,0.000377228,2.22E-05,1.73E-05,3.21E-05,20,1315.216208,4.93E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Lubok_Antu,2010,16,27984,2471150,1142,12.93233029,1.237209354,12.04265642,0.869736297,6,25,56,61,28,22,22,0,7,162.5188198,2036.281837,9846.751158,9722.374442,110534.0361,554.4653453,889.0519227,0,8221.37231,4.21E-05,0.000175601,0.000393346,0.000428466,0.000196673,0.000154529,0.000154529,0,4.92E-05,8,401.5226157,5.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Lubok_Antu,2011,32,30782.4,2718265,1172,13.27205876,2.411080344,9.754583359,0.447967726,6,25,56,61,28,22,22,0,7,162.5188198,2036.281837,9846.751158,9722.374442,110534.0361,554.4653453,889.0519227,0,8221.37231,4.21E-05,0.000175601,0.000393346,0.000428466,0.000196673,0.000154529,0.000154529,0,4.92E-05,8,401.5226157,5.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Lubok_Antu,2012,34,33860.64,2990091.5,1218,13.79297574,2.465022823,10.47490215,0.745942573,6,25,56,62,28,22,22,0,7,162.5188198,2036.281837,9904.112748,9760.615554,110438.4334,554.4653453,889.0519227,0,8221.37231,4.21E-05,0.000175601,0.000393346,0.00043549,0.000196673,0.000154529,0.000154529,0,4.92E-05,8,401.5226157,5.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Lubok_Antu,2013,13,37246.704,3289100.65,1000,11.32428222,1.147975629,9.79240942,0.629887686,6,25,54,64,28,22,22,0,7,162.5188198,2036.281837,9856.316792,9684.142183,110562.7027,554.4653453,889.0519227,0,8221.37231,4.21E-05,0.000175601,0.000379298,0.000449538,0.000196673,0.000154529,0.000154529,0,4.92E-05,8,401.5226157,5.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Lubok_Antu,2014,46,40971.3744,3618010.715,1076,12.18492767,3.775155771,8.82156229,0.415366296,6,25,53,64,28,22,22,0,7,162.5188198,2036.281837,9856.318543,9837.104724,110409.7384,554.4653453,889.0519227,0,8221.37231,4.21E-05,0.000175601,0.000372274,0.000449538,0.000196673,0.000154529,0.000154529,0,4.92E-05,8,401.5226157,5.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Lundu,2010,69,33413,2471150,1142,15.44125043,4.468550025,9.831816673,NA,68,64,216,187,126,69,54,27,68,2437.220918,2465.862397,29237.96999,31665.39564,80476.2159,10875.82359,13494.80851,879.3177677,1194.636271,0.000382467,0.000359969,0.001214895,0.001051785,0.000708689,0.000388092,0.000303724,0.000151862,0.000382467,60,4998.917153,0.000337471,1,3,9.557548793,57.3450933,5.62E-06,1.69E-05,0,0,0,0,0,0,0,0,0
72,Lundu,2011,44,36754.3,2718265,1172,15.84688748,2.776570481,10.26618195,NA,68,65,223,190,128,69,54,27,67,2446.777943,2504.093484,29897.45729,32229.30555,77857.32662,10655.98585,13504.36537,888.8747932,1118.18107,0.000382467,0.000365594,0.001254267,0.001068658,0.000719938,0.000388092,0.000303724,0.000151862,0.000376843,65,6623.800177,0.000365594,1,3,9.557548793,57.3450933,5.62E-06,1.69E-05,0,0,0,0,0,0,0,0,0
73,Lundu,2012,9,40429.73,2990091.5,1218,16.46886429,0.546485771,8.003521919,NA,68,66,223,185,137,66,54,27,67,2446.777943,2532.766584,30604.74856,33404.9175,74951.71234,10483.93876,13504.36537,888.8747932,1118.18107,0.000382467,0.000371218,0.001254267,0.001040535,0.000770559,0.000371218,0.000303724,0.000151862,0.000376843,78,7780.326964,0.000438712,2,3,19.11581807,57.3450933,1.12E-05,1.69E-05,0,0,0,0,0,0,0,0,0
74,Lundu,2013,66,44472.703,3289100.65,1000,13.52123505,4.881210906,9.748433113,NA,68,65,220,180,159,67,54,27,67,2465.893715,2599.6666,31464.96066,34437.17466,71415.26936,10101.61004,13533.03763,888.8747932,1089.508809,0.000382467,0.000365594,0.001237394,0.001012413,0.000894298,0.000376843,0.000303724,0.000151862,0.000376843,89,9701.49694,0.000500582,3,3,38.23247146,57.3450933,1.69E-05,1.69E-05,0,0,0,0,0,0,0,0,0
75,Lundu,2014,2,48919.9733,3618010.715,1076,14.54884892,0.13746792,7.461710453,NA,68,57,217,181,185,67,57,27,61,2485.00723,2580.548957,32659.71839,36367.88247,67343.54101,9900.888233,13685.9421,888.8747932,802.8095703,0.000382467,0.000320597,0.00122052,0.001018037,0.001040535,0.000376843,0.000320597,0.000151862,0.000343095,113,10972.7223,0.00063557,3,4,38.23247146,66.90326177,1.69E-05,2.25E-05,0,0,0,0,0,0,0,0,0
76,Marudi,2010,19,29441,2471150,1142,13.60565809,1.396477838,8.931178229,0.266360899,166,36,663,661,231,579,40,6,45,5322.845687,906.6424769,72064.84235,150446.1511,1920340.898,50437.58655,1383.661963,171.7272056,7266.704691,7.46E-05,1.62E-05,0.000297827,0.000296928,0.000103768,0.000260093,1.80E-05,2.70E-06,2.02E-05,73,3032.936132,3.28E-05,1,6,19.0657809,219.3865051,4.49E-07,2.70E-06,0,0,0,29,14496.15503,1.30E-05,1,19.08065481,4.49E-07
77,Marudi,2011,64,32385.1,2718265,1172,13.96307468,4.583517704,8.80459295,0.06821041,166,38,679,681,249,576,40,6,45,5360.984504,925.7151221,73590.77045,156265.2131,1913368.08,49445.5776,1374.125807,171.7272056,7266.704691,7.46E-05,1.71E-05,0.000305014,0.000305912,0.000111853,0.000258745,1.80E-05,2.70E-06,2.02E-05,101,3595.557589,4.54E-05,2,6,28.60649315,219.3865051,8.98E-07,2.70E-06,0,0,0,29,14496.15503,1.30E-05,1,19.08065481,4.49E-07
78,Marudi,2012,33,35623.61,2990091.5,1218,14.51111345,2.274119082,8.198903424,0.362352607,166,38,703,683,276,571,39,6,45,5370.520046,925.7151221,74496.91113,164127.0872,1904647.414,48768.18015,1364.587493,171.7272056,7266.704691,7.46E-05,1.71E-05,0.000315795,0.000306811,0.000123982,0.000256499,1.75E-05,2.70E-06,2.02E-05,120,4206.531662,5.39E-05,3,6,47.6833459,219.3865051,1.35E-06,2.70E-06,0,0,0,29,14496.15503,1.30E-05,1,19.08065481,4.49E-07
79,Marudi,2013,7,39185.971,3289100.65,1000,11.91388625,0.587549676,7.76200567,0.624642146,166,38,715,680,282,565,39,6,45,5370.520046,925.7151221,74935.68592,167857.6527,1900582.899,48357.93459,1364.587493,171.7272056,7266.704691,7.46E-05,1.71E-05,0.000321186,0.000305463,0.000126677,0.000253804,1.75E-05,2.70E-06,2.02E-05,125,4511.951797,5.62E-05,3,6,47.6833459,219.3865051,1.35E-06,2.70E-06,0,0,0,29,14496.15503,1.30E-05,1,19.08065481,4.49E-07
80,Marudi,2014,22,43104.5681,3618010.715,1076,12.8193416,1.71615678,6.59153986,0.334450953,164,39,732,662,310,560,38,7,45,5523.114753,935.2513146,76223.42107,180459.4895,1886302.226,48100.35793,1355.0513,190.7997911,7266.704691,7.37E-05,1.75E-05,0.000328822,0.000297377,0.000139255,0.000251558,1.71E-05,3.14E-06,2.02E-05,137,4950.818595,6.15E-05,5,6,66.75464589,238.4594233,2.25E-06,2.70E-06,0,0,0,29,14496.15503,1.30E-05,1,19.08065481,4.49E-07
81,Matu,2010,2,64018,2471150,1142,29.58483135,0.067602211,9.481286049,NA,55,25,113,215,80,79,60,1,31,2120.445856,735.4379446,36401.71139,26629.74189,79068.12211,5501.756233,4317.123042,9.550165258,6189.434041,0.000336894,0.000153133,0.000692163,0.001316948,0.000490027,0.000483902,0.00036752,6.13E-06,0.000189885,19,382.0729212,0.000116381,1,15,9.55284079,1891.341486,6.13E-06,9.19E-05,0,0,0,0,0,0,0,0,0
82,Matu,2011,23,70419.8,2718265,1172,30.36201607,0.757525454,9.153006554,NA,56,28,127,217,85,81,60,1,31,2139.550974,850.0583348,37328.21905,28138.88702,76632.47595,5243.844689,4317.123042,9.550165258,6189.434041,0.000343019,0.000171509,0.000777918,0.001329198,0.000520654,0.000496152,0.00036752,6.13E-06,0.000189885,21,401.1760619,0.000128632,1,18,9.55284079,1996.417751,6.13E-06,0.000110256,0,0,0,0,0,0,0,0,0
83,Matu,2012,2,77461.78,2990091.5,1218,31.55369929,0.06338401,9.273394585,NA,56,29,128,213,90,80,60,1,31,2139.550974,859.6100631,37538.34621,28817.04885,75734.63523,5234.292253,4317.123042,9.550165258,6189.434041,0.000343019,0.000177635,0.000784043,0.001304697,0.00055128,0.000490027,0.00036752,6.13E-06,0.000189885,21,401.1760619,0.000128632,1,18,9.55284079,2005.970187,6.13E-06,0.000110256,0,0,0,0,0,0,0,0,0
84,Matu,2013,1,85207.958,3289100.65,1000,25.90615705,0.038600862,8.039384842,NA,56,30,127,211,92,80,60,1,31,2139.550974,869.1608362,37643.41334,29132.24736,75285.71373,5224.741523,4317.123042,9.550165258,6189.434041,0.000343019,0.00018376,0.000777918,0.001292446,0.000563531,0.000490027,0.00036752,6.13E-06,0.000189885,22,410.7282719,0.000134757,1,18,9.55284079,2025.073793,6.13E-06,0.000110256,0,0,0,0,0,0,0,0,0
85,Matu,2014,1,93728.7538,3618010.715,1076,27.87502499,0.035874407,9.245664597,NA,57,30,136,203,96,80,59,2,31,2168.206528,869.1608362,38063.69099,31501.11175,72525.21236,5224.741523,4393.52004,19.10122336,6007.983323,0.000349144,0.00018376,0.000833046,0.001243444,0.000588032,0.000490027,0.000361395,1.23E-05,0.000189885,22,410.7282719,0.000134757,1,19,9.55284079,2063.280235,6.13E-06,0.000116381,0,0,0,0,0,0,0,0,0
86,Meradong,2010,39,17369,2471150,1142,8.026788337,4.858730337,9.710330486,0.628673856,16,1,66,37,44,2,8,3,3,1605.22378,28.66450622,7319.299843,19645.73071,15613.24054,487.3117421,219.7650325,133.7689981,257.9826553,0.000351706,2.20E-05,0.001450788,0.00081332,0.000967192,4.40E-05,0.000175853,6.59E-05,6.59E-05,6,181.5435073,0.00013189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Meradong,2011,80,19105.9,2718265,1172,8.237649677,9.71150791,9.327921867,0.219948555,16,1,67,38,44,2,8,4,3,1595.668785,28.66450622,7328.855043,19722.17235,15508.1333,487.3117421,219.7650325,143.3239926,257.9826553,0.000351706,2.20E-05,0.001472769,0.000835302,0.000967192,4.40E-05,0.000175853,8.79E-05,6.59E-05,7,200.6539078,0.000153871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Meradong,2012,9,21016.49,2990091.5,1218,8.560970398,1.051282691,9.332260132,0.274936368,16,1,66,36,45,2,8,4,3,1595.668785,28.66450622,7347.965095,20161.70171,15030.38345,487.3117421,219.7650325,143.3239926,257.9826553,0.000351706,2.20E-05,0.001450788,0.000791339,0.000989173,4.40E-05,0.000175853,8.79E-05,6.59E-05,7,219.7643475,0.000153871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
