,District,Year,Disease,Number.Cases,Incidence.Rate,Prevalence,Number.Deaths,Mortality.Rates,population,prec_mean,CropRainfed.n.patches,Herbaceous.n.patches,TreeShrub.n.patches,MosCrop.n.patches,MosNatural.n.patches,BroadEvgClop.n.patches,Shrub.n.patches,FloodFresh.n.patches,FloodSalt.n.patches,Urban.n.patches,Water.n.patches,CropRainfed.total.area,Herbaceous.total.area,TreeShrub.total.area,MosCrop.total.area,MosNatural.total.area,BroadEvgClop.total.area,Shrub.total.area,FloodFresh.total.area,FloodSalt.total.area,Urban.total.area,Water.total.area,CropRainfed.patch.density,Herbaceous.patch.density,TreeShrub.patch.density,MosCrop.patch.density,MosNatural.patch.density,BroadEvgClop.patch.density,Shrub.patch.density,FloodFresh.patch.density,FloodSalt.patch.density,Urban.patch.density,Water.patch.density,SparseVeg.n.patches,SparseVeg.total.area,SparseVeg.patch.density,CropIrrigate.n.patches,MosTreeHerb.n.patches,ShrubEvg.n.patches,Grass.n.patches,CropIrrigate.total.area,MosTreeHerb.total.area,ShrubEvg.total.area,Grass.total.area,CropIrrigate.patch.density,MosTreeHerb.patch.density,ShrubEvg.patch.density,Grass.patch.density,MosHerbTree.n.patches,MosHerbTree.total.area,MosHerbTree.patch.density,SMR
265,Pitas,2010,malaria,207,51.5,0.005340006,0,0,38764,7.117790601,27,15,0,143,194,50,3,148,62,4,108,721.5744366,968.4939391,0,9229.945128,16742.73853,96848.70878,132.8729957,7310.318777,22558.12364,132.9537487,3227.995662,0.000171023,9.50E-05,0,0.000905787,0.00122883,0.000316709,1.90E-05,0.000937458,0.000392719,2.53E-05,0.000684091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.476559052
266,Putatan,2010,malaria,0,0,0,0,0,55864,7.853775123,11,5,0,6,4,3,0,0,0,2,3,256.8072382,199.7390598,0,485.0881248,85.60453321,323.4020434,0,0,0,1236.475035,66.58057841,0.004145161,0.001884164,0,0.002260997,0.001507331,0.001130498,0,0,0,0.000753666,0.001130498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,Ranau,2010,malaria,226,21.6,0.002359081,0,0,95800,7.233697435,39,35,6,223,171,48,3,9,1,12,0,1578.671422,2548.624669,152.1415258,20085.57384,50993.48495,285129.0816,85.57476092,675.2624791,9.512870671,1188.639263,0,0.000107391,9.64E-05,1.65E-05,0.000614055,0.000470867,0.000132173,8.26E-06,2.48E-05,2.75E-06,3.30E-05,0,6,180.6708708,1.65E-05,1,7,0,1,9.508811166,380.3252855,0,28.52394025,2.75E-06,1.93E-05,0,2.75E-06,3,114.0991437,8.26E-06,2.861182099
268,Sandakan,2010,malaria,49,0.9,0.000119788,0,0,409056,6.684505459,51,26,192,204,195,102,2,80,58,26,228,1474.334791,1911.831593,13842.27424,21413.45655,10578.33396,110104.9474,76.06955073,3167.559018,56372.56357,2739.425568,4660.826076,0.000225276,0.000114846,0.000848097,0.000901103,0.000861349,0.000450552,8.83E-06,0.000353374,0.000256196,0.000114846,0.001007115,1,19.0150768,4.42E-06,2,0,0,0,28.53446722,0,0,0,8.83E-06,0,0,0,0,0,0,0.145283362
269,Semporna,2010,malaria,25,1.9,0.000181333,0,0,137868,5.429245517,39,12,96,136,147,90,0,31,84,3,220,3021.781187,571.9663685,5719.442309,17606.9656,8674.763892,55668.50577,0,743.4602605,17510.17211,257.3803996,7463.416237,0.00033263,0.000102348,0.000818782,0.001159941,0.001253759,0.000767608,0,0.000264398,0.000716434,2.56E-05,0.001876374,1,9.531928847,8.53E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21992728
270,Sipitang,2010,malaria,64,1.7,0.001789509,0,0,35764,10.4877968,15,15,13,112,140,22,0,88,38,7,15,752.6214612,324.0028888,495.5739238,7125.75616,12737.22685,248418.671,0,4392.175074,3962.271017,342.9049792,380.9675733,5.37E-05,5.37E-05,4.66E-05,0.000401107,0.000501383,7.88E-05,0,0.000315155,0.00013609,2.51E-05,5.37E-05,5,266.8259391,1.79E-05,1,0,0,0,9.52485721,0,0,0,3.58E-06,0,0,0,1,19.06345667,3.58E-06,2.170383389
271,Tambunan,2010,malaria,34,1 2.20,0.000936717,0,0,36297,7.16579759,12,9,2,85,76,18,0,3,0,5,0,1351.102352,989.5293147,38.0525047,6232.271788,12703.85584,120361.3789,0,66.6041619,0,85.63123578,0,8.46E-05,6.34E-05,1.41E-05,0.000599075,0.000535643,0.000126863,0,2.11E-05,0,3.52E-05,0,2,57.08573296,1.41E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.136084814
272,Tawau,2010,malaria,339,8.7,0.000822067,0,0,412375,5.371346316,108,98,220,491,466,273,0,49,42,29,240,3594.286643,3813.336553,16158.51722,96987.45911,112483.9468,313190.0521,0,1620.781781,39349.33342,3194.280767,6016.348762,0.000181061,0.000164296,0.000368828,0.000823156,0.000781244,0.000457682,0,8.21E-05,7.04E-05,4.86E-05,0.000402357,0,0,0,3,0,1,0,66.7434038,0,9.534433577,0,5.03E-06,0,1.68E-06,0,0,0,0,0.997033932
273,Tenom,2010,malaria,56,9.7,0.000989452,1,1.8,56597,9.338721424,12,15,29,126,123,45,0,15,6,6,0,295.2784362,752.3960005,1647.729061,12124.83649,36974.98079,178628.1824,0,628.6442591,209.5128981,238.0624788,0,5.18E-05,6.48E-05,0.00012527,0.000544277,0.000531318,0.000194385,0,6.48E-05,2.59E-05,2.59E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.200044041
274,Tongod,2010,malaria,0,0,0,0,0,36192,6.841995111,23,49,87,496,466,116,6,185,3,2,0,657.0219657,1199.991812,6387.475564,47904.69482,109439.9699,860904.3171,561.9414476,8912.854397,85.6961263,19.04285133,0,2.22E-05,4.73E-05,8.40E-05,0.000478731,0.000449775,0.000111961,5.79E-06,0.000178559,2.90E-06,1.93E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,Tuaran,2010,malaria,5,0.4,4.74E-05,0,0,105435,7.67691991,51,29,1,108,139,29,0,9,16,50,38,2908.906288,1711.128719,19.02277187,8109.574113,10734.15991,87420.2565,0,218.6165586,5142.507411,1758.745924,551.3327029,0.000429422,0.000244181,8.42E-06,0.000909364,0.001170385,0.000244181,0,7.58E-05,0.000134721,0.000421002,0.000319961,1,142.5950654,8.42E-06,2,0,0,0,47.52642326,0,0,0,1.68E-05,0,0,0,0,0,0,0.05751588
276,Beaufort,2011,malaria,7,0.1,0.000105151,0,0,66571,8.217601094,35,18,11,179,167,110,1,67,46,13,29,2037.068862,1113.783134,475.9737743,28378.76481,39974.22684,76861.46,38.07865457,5083.743464,13377.67775,447.4565985,457.0503946,0.00020803,0.000106987,6.54E-05,0.001063923,0.000992598,0.000653807,5.94E-06,0.000398228,0.00027341,7.73E-05,0.000172367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16906254
277,Beluran,2011,malaria,99,1,0.000906245,1,1,109242,12.7953866,83,115,331,612,744,333,39,277,108,21,339,3688.274214,7339.768438,26654.93425,125616.9842,107575.8946,449011.4602,1691.833344,11941.16713,84588.61805,1320.836873,6824.828131,0.000100444,0.000139169,0.000400566,0.000740624,0.000900366,0.000402986,4.72E-05,0.000335217,0.000130698,2.54E-05,0.000410247,3,76.05525703,3.63E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.457068544
278,Keningau,2011,malaria,127,0.5,0.000705549,0,0,180001.6,6.119846635,69,64,38,258,117,151,17,13,0,35,0,2418.442112,10986.98182,6171.309687,57998.18259,115775.4451,118175.0982,2561.397035,419.0417162,0,1018.846117,0,0.000218683,0.000202837,0.000120434,0.000817685,0.000370811,0.000478568,5.39E-05,4.12E-05,0,0.000110926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.134388423
279,Kinabatangan,2011,malaria,31,0.2,0.000199151,1,3.2,155661.1,10.51913225,128,26,533,373,492,203,0,169,83,19,213,9395.37236,1066.03469,40236.8276,62015.1834,35684.29766,516262.9176,0,16074.90178,73726.95367,561.5426386,7289.683105,0.00016791,3.41E-05,0.000699187,0.0004893,0.000645404,0.000266295,0,0.000221694,0.000108879,2.49E-05,0.000279413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320196094
280,Kota Belud,2011,malaria,38,0.4,0.000400248,0,0,94941.2,8.353679666,53,37,1,91,147,39,5,20,23,22,49,8172.156169,2489.642782,19.01776766,16801.49069,14502.6877,87436.91446,95.04420958,703.1371511,2726.843834,608.2025649,883.6137349,0.000392926,0.000274307,7.41E-06,0.000674646,0.001089813,0.000289134,3.71E-05,0.000148274,0.000170515,0.000163101,0.000363271,5,161.5957902,3.71E-05,4,4,1,1,114.0660579,104.582038,38.03177387,28.52369668,2.97E-05,2.97E-05,7.41E-06,7.41E-06,0,0,0,0.643521869
281,Kota Kinabalu,2011,malaria,128,0.2,0.000271155,0,0,472054.6,7.576076249,80,44,0,48,43,24,1,1,15,27,43,2082.401091,779.7121238,0,2624.459892,3004.758797,17145.89228,142.5875803,19.0151247,1721.064075,8757.876716,675.0889955,0.002162695,0.001189482,0,0.001297617,0.001162448,0.000648808,2.70E-05,2.70E-05,0.000405505,0.000729909,0.001162448,0,0,0,3,1,0,0,28.52496244,9.508567528,0,0,8.11E-05,2.70E-05,0,0,0,0,0,0.435965543
282,Kota Marudu,2011,malaria,205,3,0.002973009,0,0,68953.7,8.542231794,21,24,1,104,119,25,0,20,5,4,26,2432.112107,969.0975651,19.00852162,11439.64294,22413.42499,130098.7851,0,1121.014669,6354.837699,171.0071471,541.3987274,0.000119617,0.000136705,5.70E-06,0.000592389,0.00067783,0.000142401,0,0.000113921,2.85E-05,2.28E-05,0.000148097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.780031036
283,Kuala Penyu,2011,malaria,1,0,5.09E-05,0,0,19645.8,8.498717291,12,1,1,37,77,25,1,42,31,5,80,466.3812972,19.03528339,19.03867109,5653.932821,7110.291038,17580.39156,47.59528693,2027.576432,11966.81411,76.14731055,1618.162396,0.000257381,2.14E-05,2.14E-05,0.000793592,0.00165153,0.000536211,2.14E-05,0.000900834,0.000664902,0.000107242,0.001715875,1,38.07087947,2.14E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081839829
284,Kudat,2011,malaria,252,1.7,0.002909612,1,0.4,86609.5,9.953116488,50,15,0,145,215,62,9,122,105,13,243,2495.333384,398.5144393,0,7792.368638,12387.85457,77269.38832,170.744742,3615.127277,20191.60643,911.2749007,5749.667071,0.000375451,0.000112635,0,0.001088808,0.00161444,0.000465559,6.76E-05,0.000916101,0.000788447,9.76E-05,0.001824693,12,1982.522464,9.01E-05,7,0,1,0,180.2608133,0,28.45347692,0,5.26E-05,0,7.51E-06,0,0,0,0,4.678099339
285,Kunak,2011,malaria,18,0.3,0.00028165,0,0,63909,9.455490688,13,1,117,120,124,35,0,10,22,4,37,1353.139894,19.05965046,6108.309247,13341.1065,8900.480519,75159.71727,0,295.3715491,4163.94052,152.4765293,1314.966038,0.000117319,9.02E-06,0.001055875,0.001082949,0.001119047,0.00031586,0,9.02E-05,0.000198541,3.61E-05,0.000333909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452840137
286,Lahad Datu,2011,malaria,166,0.8,0.000786931,1,0.6,210946,10.14963035,38,27,371,368,406,92,0,46,50,13,125,2571.385769,1209.615274,28313.02903,42610.84224,25925.01639,532360.148,0,1819.382472,14031.29221,1009.640083,2038.460934,5.83E-05,4.14E-05,0.000569115,0.000564513,0.000622806,0.000141128,0,7.06E-05,7.67E-05,1.99E-05,0.00019175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.265235077
287,Nabawan,2011,malaria,55,2.5,0.001666091,0,0,33011.4,9.087583992,11,22,11,189,231,38,6,37,0,0,0,257.2057918,1390.649759,190.632914,14700.53439,33936.72797,563708.0481,533.3639558,943.5541634,0,0,0,1.79E-05,3.57E-05,1.79E-05,0.000306987,0.000375207,6.17E-05,9.75E-06,6.01E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.678756124
288,Papar,2011,malaria,6,0,4.54E-05,0,0,132032.3,7.396658923,51,25,9,110,98,46,0,20,14,35,26,3672.621929,789.7012326,466.3192792,9972.370996,16615.51187,87886.52434,0,780.1830125,1598.370086,1807.609354,371.0601696,0.000411012,0.000201476,7.25E-05,0.000886497,0.000789788,0.000370717,0,0.000161181,0.000112827,0.000282067,0.000209536,2,28.54764214,1.61E-05,3,0,0,0,95.14334352,0,0,0,2.42E-05,0,0,0,0,0,0,0.073064344
289,Penampang,2011,malaria,7,0,5.39E-05,0,0,129842.2,7.026635963,22,25,0,30,26,7,0,0,3,8,1,789.4034023,846.4862184,0,2054.405999,1074.783812,38505.6563,0,0,47.55495079,2672.52656,57.06459675,0.000477764,0.000542913,0,0.000651496,0.00056463,0.000152016,0,0,6.51E-05,0.000173732,2.17E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086679541
290,Pitas,2011,malaria,106,2.5,0.002700678,1,0.9,39249.4,11.35636782,27,15,0,150,192,51,3,148,62,4,110,721.5744366,1006.476266,0,9467.406629,17075.19898,96297.7781,132.8729957,7310.318777,22605.60032,132.9537487,3123.545381,0.000171023,9.50E-05,0,0.000950126,0.001216162,0.000323043,1.90E-05,0.000937458,0.000392719,2.53E-05,0.000696759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.342174509
291,Putatan,2011,malaria,2,0,3.55E-05,0,0,56412.3,7.026635963,11,4,0,6,4,3,0,0,0,2,3,256.8072382,190.2278897,0,485.0881248,85.60453321,323.4020434,0,0,0,1245.986205,66.58057841,0.004145161,0.001507331,0,0.002260997,0.001507331,0.001130498,0,0,0,0.000753666,0.001130498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057002069
292,Ranau,2011,malaria,166,0.8,0.001695012,0,0,97934.4,8.140266864,39,37,6,216,174,47,2,9,1,12,0,1578.671422,2548.623774,152.1415258,19885.85205,51402.41555,285119.5481,38.03187096,675.2624791,9.512870671,1217.168505,0,0.000107391,0.000101884,1.65E-05,0.00059478,0.000479128,0.00012942,5.51E-06,2.48E-05,2.75E-06,3.30E-05,0,4,104.6033542,1.10E-05,1,5,0,1,9.508811166,285.2404865,0,28.52394025,2.75E-06,1.38E-05,0,2.75E-06,3,104.5907711,8.26E-06,2.725255667
293,Sandakan,2011,malaria,132,0.1,0.000319558,1,0.8,413070,13.99112108,42,27,183,195,195,96,2,80,56,27,228,1265.01575,1864.274689,12538.92253,18264.62957,10473.70526,114699.822,76.06955073,3186.59007,56496.24952,2815.517221,4660.826076,0.000185521,0.000119264,0.000808343,0.000861349,0.000861349,0.000424049,8.83E-06,0.000353374,0.000247362,0.000119264,0.001007115,1,19.0150768,4.42E-06,2,0,0,0,28.53446722,0,0,0,8.83E-06,0,0,0,0,0,0,0.513788888
294,Semporna,2011,malaria,50,0.2,0.000356746,0,0,140155.9,9.272646558,37,13,93,139,148,84,0,31,85,3,220,2993.18233,562.4337856,5566.913063,16739.47414,8283.904249,57136.56387,0,743.4602605,17557.83258,266.9129826,7387.176878,0.000315572,0.000110877,0.000793195,0.001185527,0.001262288,0.000716434,0,0.000264398,0.000724963,2.56E-05,0.001876374,1,9.531928847,8.53E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573578746
295,Sipitang,2011,malaria,47,2.3,0.001295655,0,0,36275.1,9.347906677,15,15,13,111,141,20,0,89,38,7,15,752.6214612,324.0028888,466.9906186,6640.013466,12584.82294,249066.3531,0,4411.222866,3952.745913,352.4300829,380.9675733,5.37E-05,5.37E-05,4.66E-05,0.000397525,0.000504964,7.16E-05,0,0.000318736,0.00013609,2.51E-05,5.37E-05,5,266.8259391,1.79E-05,1,0,0,0,9.52485721,0,0,0,3.58E-06,0,0,0,1,19.06345667,3.58E-06,2.083164999
296,Tambunan,2011,malaria,27,0.6,0.000729783,0,0,36997.3,7.095583154,12,9,2,84,76,18,0,3,0,5,0,1351.102352,989.5293147,38.0525047,6061.004437,12580.14611,120656.356,0,66.6041619,0,85.63123578,0,8.46E-05,6.34E-05,1.41E-05,0.000592027,0.000535643,0.000126863,0,2.11E-05,0,3.52E-05,0,2,57.08573296,1.41E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.173351582
297,Tawau,2011,malaria,165,0.4,0.000391606,0,0,421342,9.100059779,107,99,216,494,469,272,0,47,38,30,243,3584.751134,3784.733509,15958.31238,96720.50821,112607.847,313457.0408,0,1611.244266,39873.7064,3241.951941,5568.247598,0.000179384,0.000165972,0.000362122,0.000828186,0.000786273,0.000456005,0,7.88E-05,6.37E-05,5.03E-05,0.000407387,0,0,0,3,0,1,0,66.7434038,0,9.534433577,0,5.03E-06,0,1.68E-06,0,0,0,0,0.629627404
298,Tenom,2011,malaria,74,1.8,0.001288718,1,1.4,57421.4,8.421039154,12,15,29,125,118,45,0,15,6,6,0,295.2784362,752.3960005,1647.729061,11639.20496,36460.78647,179580.3949,0,676.2576127,209.5128981,238.0624788,0,5.18E-05,6.48E-05,0.00012527,0.000539958,0.00050972,0.000194385,0,6.48E-05,2.59E-05,2.59E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07201251
299,Tongod,2011,malaria,115,2.3,0.003082498,0,0,37307.4,9.161344444,23,51,88,495,470,117,6,182,3,2,0,657.0219657,1323.800024,6159.01648,47362.09028,110182.787,860894.4528,561.9414476,8827.157076,85.6961263,19.04285133,0,2.22E-05,4.92E-05,8.49E-05,0.000477766,0.000453636,0.000112926,5.79E-06,0.000175663,2.90E-06,1.93E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95606835
300,Tuaran,2011,malaria,8,0,7.44E-05,0,0,107481.1,7.797043851,51,30,1,108,140,29,0,9,16,51,37,2880.387952,1720.634568,19.02277187,7824.360976,10648.5861,87772.0305,0,218.6165586,5142.507411,1806.277503,541.8265544,0.000429422,0.000252601,8.42E-06,0.000909364,0.001178805,0.000244181,0,7.58E-05,0.000134721,0.000429422,0.000311541,1,142.5950654,8.42E-06,2,0,0,0,47.52642326,0,0,0,1.68E-05,0,0,0,0,0,0,0.119671935
301,Beaufort,2012,malaria,21,0.3,0.000314673,0,0,66736,7.595872394,35,20,11,182,169,109,1,67,46,12,29,2037.068862,1132.835751,475.9737743,28445.43445,40002.80574,76747.16284,38.07865457,5074.21934,13377.67775,456.9767179,457.0503946,0.00020803,0.000118874,6.54E-05,0.001081754,0.001004486,0.000647864,5.94E-06,0.000398228,0.00027341,7.13E-05,0.000172367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.509013126
302,Beluran,2012,malaria,139,1.3,0.001242714,0,0,111852,NA,83,119,328,625,743,333,40,273,107,21,339,3688.274214,8224.255907,26493.23029,125769.0019,108127.2983,447728.0154,1815.422869,11655.79626,84598.13251,1320.836873,6824.828131,0.000100444,0.00014401,0.000396936,0.000756356,0.000899156,0.000402986,4.84E-05,0.000330376,0.000129488,2.54E-05,0.000410247,4,85.56200203,4.84E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.010207576
303,Keningau,2012,malaria,142,0.4,0.000779072,0,0,182268.2,5.359562793,69,65,38,258,118,151,17,13,0,35,0,2418.442112,11120.31327,6171.309687,57998.18259,115784.9687,118022.7218,2561.397035,419.0417162,0,1028.367521,0,0.000218683,0.000206006,0.000120434,0.000817685,0.00037398,0.000478568,5.39E-05,4.12E-05,0,0.000110926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.260222702
304,Kinabatangan,2012,malaria,46,0.1,0.000285723,0,0,160995.2,7.711327125,128,26,533,375,491,203,0,169,83,19,213,9081.203283,1066.03469,40217.78771,61501.09005,35655.74184,517129.2552,0,16074.90178,73736.47418,561.5426386,7289.683105,0.00016791,3.41E-05,0.000699187,0.000491923,0.000644092,0.000266295,0,0.000221694,0.000108879,2.49E-05,0.000279413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462183847
305,Kota Belud,2012,malaria,45,0.5,0.000465345,0,0,96702.4,6.727196458,53,39,1,91,150,39,5,20,23,23,49,8172.156169,2774.564813,19.01776766,16791.98834,14645.15509,86990.51908,95.04420958,703.1371511,2726.843834,636.7108762,883.6137349,0.000392926,0.000289134,7.41E-06,0.000674646,0.001112054,0.000289134,3.71E-05,0.000148274,0.000170515,0.000170515,0.000363271,5,161.5957902,3.71E-05,4,4,1,1,114.0660579,104.582038,38.03177387,28.52369668,2.97E-05,2.97E-05,7.41E-06,7.41E-06,0,0,0,0.752740218
306,Kota Kinabalu,2012,malaria,49,0.1,0.00010184,2,4.1,481146.2,6.82490536,80,43,0,47,43,24,1,1,15,27,43,2082.401091,770.2018614,0,2434.244712,2985.743216,17317.08862,142.5875803,19.0151247,1721.064075,8805.421394,675.0889955,0.002162695,0.001162448,0,0.001270583,0.001162448,0.000648808,2.70E-05,2.70E-05,0.000405505,0.000729909,0.001162448,0,0,0,3,1,0,0,28.52496244,9.508567528,0,0,8.11E-05,2.70E-05,0,0,0,0,0,0.164736137
307,Kota Marudu,2012,malaria,99,1.3,0.001422038,0,0,69618.4,6.707856457,21,28,1,105,123,24,0,20,5,4,26,2432.112107,969.1031856,19.00852162,11506.15954,22717.48616,129699.7005,0,1121.014669,6354.837699,199.5082945,541.3987274,0.000119617,0.000159489,5.70E-06,0.000598085,0.000700614,0.000136705,0,0.000113921,2.85E-05,2.28E-05,0.000148097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.300281655
308,Kuala Penyu,2012,malaria,0,0,0,0,0,19865.6,7.978202693,12,1,1,37,77,25,1,42,31,6,80,456.8604895,19.03528339,19.03867109,5653.932821,7110.291038,17580.39156,47.59528693,2027.576432,11966.81411,95.18582764,1618.162396,0.000257381,2.14E-05,2.14E-05,0.000793592,0.00165153,0.000536211,2.14E-05,0.000900834,0.000664902,0.000128691,0.001715875,2,28.55317006,4.29E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,Kudat,2012,malaria,199,1.2,0.002266128,0,0,87815,7.269326482,50,15,0,145,215,62,9,122,105,13,243,2495.333384,398.5144393,0,7792.368638,12387.85457,77269.38832,170.744742,3615.127277,20191.60643,911.2749007,5749.667071,0.000375451,0.000112635,0,0.001088808,0.00161444,0.000465559,6.76E-05,0.000916101,0.000788447,9.76E-05,0.001824693,12,1982.522464,9.01E-05,7,0,1,0,180.2608133,0,28.45347692,0,5.26E-05,0,7.51E-06,0,0,0,0,3.665677298
310,Kunak,2012,malaria,22,0.2,0.000338633,1,4.5,64967,NA,13,1,117,120,124,35,0,10,22,4,37,1353.139894,19.05965046,6108.309247,13341.1065,8900.480519,75159.71727,0,295.3715491,4163.94052,152.4765293,1314.966038,0.000117319,9.02E-06,0.001055875,0.001082949,0.001119047,0.00031586,0,9.02E-05,0.000198541,3.61E-05,0.000333909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547771872
311,Lahad Datu,2012,malaria,213,1,0.000990555,0,0,215031,7.760411827,38,27,371,368,405,91,0,48,50,13,124,2504.736322,1276.283475,28313.02903,42191.73491,25915.46265,532741.1556,0,1867.017107,14040.81735,1009.640083,2028.93579,5.83E-05,4.14E-05,0.000569115,0.000564513,0.000621272,0.000139594,0,7.36E-05,7.67E-05,1.99E-05,0.000190216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.602316807
312,Nabawan,2012,malaria,46,2,0.001364426,0,0,33713.8,NA,11,23,11,191,231,38,6,36,0,0,0,257.2057918,1476.380009,190.632914,14729.10362,34012.95125,563574.6714,533.3639558,886.4080771,0,0,0,1.79E-05,3.74E-05,1.79E-05,0.000310236,0.000375207,6.17E-05,9.75E-06,5.85E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.207089704
313,Papar,2012,malaria,11,0,8.11E-05,0,0,135630.6,6.709375082,52,25,9,112,98,46,0,20,14,37,25,3625.051547,713.5875584,466.3192792,9953.34119,16625.02953,87877.00668,0,780.1830125,1598.370086,1959.83557,361.5478153,0.000419071,0.000201476,7.25E-05,0.000902615,0.000789788,0.000370717,0,0.000161181,0.000112827,0.000298185,0.000201476,2,28.54764214,1.61E-05,3,0,0,0,95.14334352,0,0,0,2.42E-05,0,0,0,0,0,0,0.131191247
314,Penampang,2012,malaria,33,0.3,0.00024669,2,6.1,133771.4,6.267307736,23,26,0,29,26,7,0,0,3,8,1,779.8923731,817.9533755,0,1968.808127,1074.783812,38581.74257,0,0,47.55495079,2720.082032,57.06459675,0.00049948,0.00056463,0,0.000629779,0.00056463,0.000152016,0,0,6.51E-05,0.000173732,2.17E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399043763
315,Pitas,2012,malaria,52,0.9,0.001308677,0,0,39734.8,8.003046652,27,15,0,150,192,51,3,147,62,4,110,721.5744366,1006.476266,0,9476.907204,17113.18763,96278.77695,132.8729957,7281.8307,22605.60032,132.9537487,3123.545381,0.000171023,9.50E-05,0,0.000950126,0.001216162,0.000323043,1.90E-05,0.000931124,0.000392719,2.53E-05,0.000696759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.116908913
316,Putatan,2012,malaria,0,0,0,0,0,56960.6,NA,11,5,0,6,4,3,0,0,0,1,3,256.8072382,161.694613,0,485.0881248,85.60453321,323.4020434,0,0,0,1274.519482,66.58057841,0.004145161,0.001884164,0,0.002260997,0.001507331,0.001130498,0,0,0,0.000376833,0.001130498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,Ranau,2012,malaria,197,0.7,0.001968646,1,0.5,100068.8,6.618073177,39,37,6,213,176,47,2,9,1,12,0,1578.671422,2529.602912,152.1415258,19771.77521,51392.9131,285243.1273,38.03187096,675.2624791,9.512870671,1236.189366,0,0.000107391,0.000101884,1.65E-05,0.000586519,0.000484635,0.00012942,5.51E-06,2.48E-05,2.75E-06,3.30E-05,0,4,104.6033542,1.10E-05,1,5,0,1,9.508811166,285.2404865,0,28.52394025,2.75E-06,1.38E-05,0,2.75E-06,3,104.5907711,8.26E-06,3.184471698
318,Sandakan,2012,malaria,24,0,5.75E-05,0,0,417084,9.931316653,42,27,183,195,195,94,2,80,56,28,227,1255.504199,1835.740699,12538.92253,18093.42282,10416.63873,114918.5844,76.06955073,3186.59007,56505.76617,2872.584961,4641.798152,0.000185521,0.000119264,0.000808343,0.000861349,0.000861349,0.000415214,8.83E-06,0.000353374,0.000247362,0.000123681,0.001002698,1,19.0150768,4.42E-06,2,0,0,0,28.53446722,0,0,0,8.83E-06,0,0,0,0,0,0,0.093080256
319,Semporna,2012,malaria,130,0.1,0.000912641,0,0,142443.8,8.215763346,37,14,93,139,148,84,0,31,84,3,221,2993.18233,571.9651634,5566.913063,16739.47414,8283.904249,57136.56268,0,743.4602605,17729.37459,266.9129826,7206.104679,0.000315572,0.000119406,0.000793195,0.001185527,0.001262288,0.000716434,0,0.000264398,0.000716434,2.56E-05,0.001884903,1,9.531928847,8.53E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.476283142
